id,title,link,published,source
1113,FDA: Some Chicken May Have Small Amounts Of Arsenic - CBS News,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LmNic25ld3MuY29tL2JhbHRpbW9yZS9uZXdzL2ZkYS1zb21lLWNoaWNrZW4tbWF5LWhhdmUtc21hbGwtYW1vdW50cy1vZi1hcnNlbmljL9IBAA?oc=5,2011-06-08 07:00:00,CBS News
1118,FDA admits supermarket chickens test positive for arsenic - Grist,https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vZ3Jpc3Qub3JnL2Zvb2Qtc2FmZXR5LzIwMTEtMDYtMDgtZmRhLWFkbWl0cy1zdXBlcm1hcmtldC1jaGlja2Vucy10ZXN0LXBvc2l0aXZlLWZvci1hcnNlbmljL9IBAA?oc=5,2011-06-09 07:00:00,Grist
1120,Arsenic Found in... Chicken - Environmental Working Group,https://news.google.com/rss/articles/CBMiPGh0dHBzOi8vd3d3LmV3Zy5vcmcvbmV3cy1pbnNpZ2h0cy9uZXdzL2Fyc2VuaWMtZm91bmQtY2hpY2tlbtIBAA?oc=5,2011-06-09 07:00:00,Environmental Working Group
1126,Is a 14% Chantix success rate worth risking death? - WhyQuit,https://news.google.com/rss/articles/CBMiImh0dHBzOi8vd2h5cXVpdC5jb20vcHIvMDYxNDExLmh0bWzSAQA?oc=5,2011-06-14 07:00:00,WhyQuit
1130,"Megan MacLeod, Joseph Ax: Weddings - The New York Times",https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMTEvMDYvMTkvZmFzaGlvbi93ZWRkaW5ncy9tZWdhbi1tYWNsZW9kLWpvc2VwaC1heC13ZWRkaW5ncy5odG1s0gEA?oc=5,2011-06-17 07:00:00,The New York Times
1132,Defence Science and Technology Laboratory exit deepens Kent gloom - bbc.co.uk,https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vd3d3LmJiYy5jby51ay9uZXdzL3VrLWVuZ2xhbmQtMTM4MTQ0NDjSATJodHRwczovL3d3dy5iYmMuY28udWsvbmV3cy91ay1lbmdsYW5kLTEzODE0NDQ4LmFtcA?oc=5,2011-06-17 07:00:00,bbc.co.uk
1141,"'Neurontin Killed Our Husbands, We Believe' - HuffPost",https://news.google.com/rss/articles/CBMiQGh0dHBzOi8vd3d3Lmh1ZmZwb3N0LmNvbS9lbnRyeS9wZml6ZXItbmV1cm9udGluLXN1aWNpZGVfYl84NzU2MDPSAURodHRwczovL3d3dy5odWZmcG9zdC5jb20vZW50cnkvcGZpemVyLW5ldXJvbnRpbi1zdWljaWRlX2JfODc1NjAzL2FtcA?oc=5,2011-06-21 07:00:00,HuffPost
1149,Stable Relationships: Why Pfizer Is Suddenly at Center of Horse-Slaughter Debate - CBS News,https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LmNic25ld3MuY29tL25ld3Mvc3RhYmxlLXJlbGF0aW9uc2hpcHMtd2h5LXBmaXplci1pcy1zdWRkZW5seS1hdC1jZW50ZXItb2YtaG9yc2Utc2xhdWdodGVyLWRlYmF0ZS_SAQA?oc=5,2011-06-23 07:00:00,CBS News
1151,Pfizer to retain 350 staff at Sandwich - bbc.co.uk,https://news.google.com/rss/articles/CBMiM2h0dHBzOi8vd3d3LmJiYy5jby51ay9uZXdzL3VrLWVuZ2xhbmQta2VudC0xMzg5NTQ4MtIBN2h0dHBzOi8vd3d3LmJiYy5jby51ay9uZXdzL3VrLWVuZ2xhbmQta2VudC0xMzg5NTQ4Mi5hbXA?oc=5,2011-06-23 07:00:00,bbc.co.uk
1157,"Stephanie Martinez, Robert Ruckman: Weddings - The New York Times",https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMTEvMDYvMjYvZmFzaGlvbi93ZWRkaW5ncy9zdGVwaGFuaWUtbWFydGluZXotcm9iZXJ0LXJ1Y2ttYW4td2VkZGluZ3MuaHRtbNIBAA?oc=5,2011-06-24 07:00:00,The New York Times
1162,Quit-smoking drug under review - CBC.ca,https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9xdWl0LXNtb2tpbmctZHJ1Zy11bmRlci1yZXZpZXctMS4xMDMwMTkz0gEgaHR0cHM6Ly93d3cuY2JjLmNhL2FtcC8xLjEwMzAxOTM?oc=5,2011-06-27 07:00:00,CBC.ca
1163,The hidden costs of your favorite free medical apps - Part 1 - iMedicalApps,https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LmltZWRpY2FsYXBwcy5jb20vMjAxMS8wNi9oaWRkZW4tY29zdHMtZmF2b3JpdGUtZnJlZS1tZWRpY2FsLWFwcHMtcGFydC0xL9IBAA?oc=5,2011-06-28 07:00:00,iMedicalApps
1166,Pfizer re-acquires Rouses Point plant | Local News | pressrepublican.com - Plattsburgh Press Republican,https://news.google.com/rss/articles/CBMihwFodHRwczovL3d3dy5wcmVzc3JlcHVibGljYW4uY29tL25ld3MvbG9jYWxfbmV3cy9wZml6ZXItcmUtYWNxdWlyZXMtcm91c2VzLXBvaW50LXBsYW50L2FydGljbGVfNDViOTFjZTctYzBiYS01ZjZlLTkwOTYtM2FkOWI5MDAwMGU5Lmh0bWzSAQA?oc=5,2011-06-29 07:00:00,Plattsburgh Press Republican
1170,"Chantix: Quit Smoking, But Risk Your Heart? - ABC News",https://news.google.com/rss/articles/CBMib2h0dHBzOi8vYWJjbmV3cy5nby5jb20vSGVhbHRoL0hlYXJ0SGVhbHRoL2NoYW50aXgtaGVhcnQtcmlzay13b3J0aC1yaXNrLWZkYS1yZWNvbnNpZGVycy1kcnVncy9zdG9yeT9pZD0xMzk3NTkzOdIBc2h0dHBzOi8vYWJjbmV3cy5nby5jb20vYW1wL0hlYWx0aC9IZWFydEhlYWx0aC9jaGFudGl4LWhlYXJ0LXJpc2std29ydGgtcmlzay1mZGEtcmVjb25zaWRlcnMtZHJ1Z3Mvc3Rvcnk_aWQ9MTM5NzU5Mzk?oc=5,2011-07-01 07:00:00,ABC News
1178,'Quit smoking' drug linked to heart risk - bbc.co.uk,https://news.google.com/rss/articles/CBMiKmh0dHBzOi8vd3d3LmJiYy5jby51ay9uZXdzL2hlYWx0aC0xNDAxNTA4OdIBLmh0dHBzOi8vd3d3LmJiYy5jby51ay9uZXdzL2hlYWx0aC0xNDAxNTA4OS5hbXA?oc=5,2011-07-04 07:00:00,bbc.co.uk
1186,Pfizer animal health business for sale? Unit employs 700 in Kalamazoo - MLive.com,https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3Lm1saXZlLmNvbS9uZXdzL2thbGFtYXpvby8yMDExLzA3L3BmaXplcl9hbmltYWxfaGVhbHRoX2Zvcl9zYWxlLmh0bWzSAQA?oc=5,2011-07-07 07:00:00,MLive.com
1188,As Viagra-maker Pfizer leaves town will the Open help Sandwich out of the rough? - Daily Mail,https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LmRhaWx5bWFpbC5jby51ay9wcm9wZXJ0eS9hcnRpY2xlLTIwMTM0ODMvQXMtVmlhZ3JhLW1ha2VyLVBmaXplci1sZWF2ZXMtdG93bi1PcGVuLWhlbHAtU2FuZHdpY2gtcm91Z2guaHRtbNIBeWh0dHBzOi8vd3d3LmRhaWx5bWFpbC5jby51ay9wcm9wZXJ0eS9hcnRpY2xlLTIwMTM0ODMvYW1wL0FzLVZpYWdyYS1tYWtlci1QZml6ZXItbGVhdmVzLXRvd24tT3Blbi1oZWxwLVNhbmR3aWNoLXJvdWdoLmh0bWw?oc=5,2011-07-11 07:00:00,Daily Mail
1190,Mass psychosis in the US - Al Jazeera English,https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vb3BpbmlvbnMvMjAxMS83LzEyL21hc3MtcHN5Y2hvc2lzLWluLXRoZS11c9IBSWh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vYW1wL29waW5pb25zLzIwMTEvNy8xMi9tYXNzLXBzeWNob3Npcy1pbi10aGUtdXM?oc=5,2011-07-12 07:00:00,Al Jazeera English
1191,What Singaporeans want in the bedroom - Yahoo Singapore News,https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vc2cubmV3cy55YWhvby5jb20vbmV3cy9ibG9ncy9zaW5nYXBvcmVzY2VuZS9zaW5nYXBvcmVhbnMtd2FudC1iZWRyb29tLTA2MzMzMTAyOC5odG1s0gEA?oc=5,2011-07-12 07:00:00,Yahoo Singapore News
1194,Randolph man charged with killing parents in Pennsylvania - NJ.com,https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vd3d3Lm5qLmNvbS9uZXdzLzIwMTEvMDcvbWFuX2FycmVzdGVkX2luX3BhcmVudHNfZGVhdGguaHRtbNIBAA?oc=5,2011-07-15 07:00:00,NJ.com
1197,Ten Companies That Will Never Trade At Their All-Time Highs - 24/7 Wall St.,https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vMjQ3d2FsbHN0LmNvbS9pbnZlc3RpbmcvMjAxMS8wNy8yMC90ZW4tY29tcGFuaWVzLXRoYXQtd2lsbC1uZXZlci10cmFkZS1hdC10aGVpci1hbGwtdGltZS1oaWdocy_SAQA?oc=5,2011-07-20 07:00:00,24/7 Wall St.
1204,Mayora calls pitch for Roma brand | News - Campaign Asia,https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vd3d3LmNhbXBhaWduYXNpYS5jb20vYXJ0aWNsZS9tYXlvcmEtY2FsbHMtcGl0Y2gtZm9yLXJvbWEtYnJhbmQvMjY0NjQ30gEA?oc=5,2011-07-25 07:00:00,Campaign Asia
1208,Stryker to transfer 300 workers to former Pfizer facility in Portage - MLive.com,https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3Lm1saXZlLmNvbS9idXNpbmVzcy93ZXN0LW1pY2hpZ2FuLzIwMTEvMDcvc3RyeWtlcl90b190cmFuc2Zlcl8zMDBfd29ya2VyLmh0bWzSAQA?oc=5,2011-07-27 07:00:00,MLive.com
1217,Newsmaker: Lycera - Nature.com,https://news.google.com/rss/articles/CBMiK2h0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvbmJ0MDgxMS02NznSAQA?oc=5,2011-08-01 07:00:00,Nature.com
1223,Rallying Pharma's Rebels - Forbes,https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvbWF0dGhld2hlcnBlci8yMDExLzA4LzAzL3JhbGx5aW5nLXBoYXJtYXMtcmViZWxzL9IBUmh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvbWF0dGhld2hlcnBlci8yMDExLzA4LzAzL3JhbGx5aW5nLXBoYXJtYXMtcmViZWxzL2FtcC8?oc=5,2011-08-03 07:00:00,Forbes
1233,New principals at area schools are familiar faces - Gainesville Sun,https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LmdhaW5lc3ZpbGxlLmNvbS9zdG9yeS9uZXdzL2VkdWNhdGlvbi8yMDExLzA4LzA4L25ldy1wcmluY2lwYWxzLWF0LWFyZWEtc2Nob29scy1hcmUtZmFtaWxpYXItZmFjZXMvNjQyNzI0NzEwMDcv0gEA?oc=5,2011-08-08 07:00:00,Gainesville Sun
1242,"Cut the Law Firms, Keep the Lawyers - WSJ - Wall Street Journal (India)",https://news.google.com/rss/articles/CBMiTmh0dHA6Ly9vbmxpbmUud3NqLmNvbS9hcnRpY2xlL1NCMTAwMDE0MjQwNTMxMTE5MDQ4MjM4MDQ1NzY1MDAyNDQwMTg2MDUzNDYuaHRtbNIBAA?oc=5,2011-08-12 07:00:00,Wall Street Journal (India)
1244,Riders set next ride to save kids from deadly pneumonia - Inquirer.net,https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vYnVzaW5lc3MuaW5xdWlyZXIubmV0LzEyMzkxL3JpZGVycy1zZXQtbmV4dC1yaWRlLXRvLXNhdmUta2lkcy1mcm9tLWRlYWRseS1wbmV1bW9uaWHSAV9odHRwczovL2J1c2luZXNzLmlucXVpcmVyLm5ldC8xMjM5MS9yaWRlcnMtc2V0LW5leHQtcmlkZS10by1zYXZlLWtpZHMtZnJvbS1kZWFkbHktcG5ldW1vbmlhL2FtcA?oc=5,2011-08-12 07:00:00,Inquirer.net
1252,Is Ray Dalio Running A Ponzi Scheme? $TSO $PFE $LII - Insider Monkey,https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3Lmluc2lkZXJtb25rZXkuY29tL2Jsb2cvaXMtcmF5LWRhbGlvLXJ1bm5pbmctYS1wb256aS1zY2hlbWUtdHNvLXBmZS1saWktNDcyOS_SAQA?oc=5,2011-08-15 07:00:00,Insider Monkey
1258,Boulder dog owners sue Pfizer over death of golden retriever - The Denver Post,https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LmRlbnZlcnBvc3QuY29tLzIwMTEvMDgvMjQvYm91bGRlci1kb2ctb3duZXJzLXN1ZS1wZml6ZXItb3Zlci1kZWF0aC1vZi1nb2xkZW4tcmV0cmlldmVyL9IBZ2h0dHBzOi8vd3d3LmRlbnZlcnBvc3QuY29tLzIwMTEvMDgvMjQvYm91bGRlci1kb2ctb3duZXJzLXN1ZS1wZml6ZXItb3Zlci1kZWF0aC1vZi1nb2xkZW4tcmV0cmlldmVyL2FtcC8?oc=5,2011-08-24 07:00:00,The Denver Post
1273,WikiLeaks cables detail Apple's battle with counterfeits in China - CNN,https://news.google.com/rss/articles/CBMiTGh0dHA6Ly93d3cuY25uLmNvbS8yMDExL1RFQ0gvZ2FtaW5nLmdhZGdldHMvMDgvMjkvYXBwbGUud2lraWxlYWtzL2luZGV4Lmh0bWzSAQA?oc=5,2011-08-30 07:00:00,CNN
1274,China piracy spurred Apple to action: WikiLeaks - Phys.org,https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vcGh5cy5vcmcvbmV3cy8yMDExLTA4LWNoaW5hLXBpcmFjeS1zcHVycmVkLWFwcGxlLWFjdGlvbi5odG1s0gFDaHR0cHM6Ly9waHlzLm9yZy9uZXdzLzIwMTEtMDgtY2hpbmEtcGlyYWN5LXNwdXJyZWQtYXBwbGUtYWN0aW9uLmFtcA?oc=5,2011-08-30 07:00:00,Phys.org
1282,Pfizer Million Weekend prepares to make history as well as honor it - United States Equestrian Federation,https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LnVzZWYub3JnL21lZGlhL3ByZXNzLXJlbGVhc2VzLzc1NDdfcGZpemVyLW1pbGxpb24td2Vla2VuZC1wcmVwYXJlcy10by1tYWtlLWhpc3RvcnktYXMtd2VsbC1hcy1ob25vci1pdNIBAA?oc=5,2011-09-03 07:00:00,United States Equestrian Federation
1283,Final four selected for training award - FarmersWeekly,https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3LmZ3aS5jby51ay9saXZlc3RvY2svcG91bHRyeS9maW5hbC1mb3VyLXNlbGVjdGVkLWZvci10cmFpbmluZy1hd2FyZNIBAA?oc=5,2011-09-03 07:00:00,FarmersWeekly
1286,School Reports 2011: Tullo Marshall Warren - CampaignLive,https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LmNhbXBhaWdubGl2ZS5jby51ay9hcnRpY2xlL3NjaG9vbC1yZXBvcnRzLTIwMTEtdHVsbG8tbWFyc2hhbGwtd2FycmVuLzEwODI2OTTSAQA?oc=5,2011-09-05 07:00:00,CampaignLive
1287,Jesus Daily Facebook page attracting Christians - Social Barrel,https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vc29jaWFsYmFycmVsLmNvbS9qZXN1cy1kYWlseS1mYWNlYm9vay1wYWdlLWF0dHJhY3RpbmctY2hyaXN0aWFucy8xOTM5OC_SAQA?oc=5,2011-09-05 07:00:00,Social Barrel
1295,"Colleen Newman, David Silk: Weddings - The New York Times",https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMTEvMDkvMTEvZmFzaGlvbi93ZWRkaW5ncy9jb2xsZWVuLW5ld21hbi1kYXZpZC1zaWxrLXdlZGRpbmdzLmh0bWzSAQA?oc=5,2011-09-09 07:00:00,The New York Times
1302,"Uncertainty on Wall Street, Big Deals on Madison Avenue (Published 2011) - The New York Times",https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMTEvMDkvMTYvYnVzaW5lc3MvbWVkaWEvdW5jZXJ0YWludHktb24td2FsbC1zdHJlZXQtYmlnLWRlYWxzLW9uLW1hZGlzb24tYXZlbnVlLmh0bWzSAQA?oc=5,2011-09-15 07:00:00,The New York Times
1306,'Viagra could slow blood flow in brain of stroke victims' - The Jerusalem Post,https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3Lmpwb3N0LmNvbS9oZWFsdGgtYW5kLXNjaWVuY2UvdmlhZ3JhLWNvdWxkLXNsb3ctYmxvb2QtZmxvdy1pbi1icmFpbi1vZi1zdHJva2UtdmljdGltc9IBAA?oc=5,2011-09-19 07:00:00,The Jerusalem Post
1307,Online Gamers Solve a Tricky AIDS Puzzle | TIME.com - Time Magazine,https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vaGVhbHRobGFuZC50aW1lLmNvbS8yMDExLzA5LzE5L29ubGluZS1nYW1lcnMtc29sdmUtYS10cmlja3ktYWlkcy1wdXp6bGUv0gEA?oc=5,2011-09-19 07:00:00,Time Magazine
1308,Gamers solve AIDS puzzle in just three weeks - Firstpost,https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LmZpcnN0cG9zdC5jb20vdGVjaC9nYW1lcnMtc29sdmUtYWlkcy1wdXp6bGUtaW4tanVzdC10aHJlZS13ZWVrcy04NzM1Ny5odG1s0gFaaHR0cHM6Ly93d3cuZmlyc3Rwb3N0LmNvbS90ZWNoL2dhbWVycy1zb2x2ZS1haWRzLXB1enpsZS1pbi1qdXN0LXRocmVlLXdlZWtzLTg3MzU3Lmh0bWwvYW1w?oc=5,2011-09-19 07:00:00,Firstpost
1309,Foldit Gamers Solve AIDS Puzzle That Baffled Scientists for a Decade - techland.time.com,https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vdGVjaGxhbmQudGltZS5jb20vMjAxMS8wOS8xOS9mb2xkaXQtZ2FtZXJzLXNvbHZlLWFpZHMtcHV6emxlLXRoYXQtYmFmZmxlZC1zY2llbnRpc3RzLWZvci1kZWNhZGUv0gEA?oc=5,2011-09-19 07:00:00,techland.time.com
1316,Bad flea season keeps vets busy - CBC.ca,https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9ub3ZhLXNjb3RpYS9iYWQtZmxlYS1zZWFzb24ta2VlcHMtdmV0cy1idXN5LTEuMTAzMzI0NNIBIGh0dHBzOi8vd3d3LmNiYy5jYS9hbXAvMS4xMDMzMjQ0?oc=5,2011-09-20 07:00:00,CBC.ca
1328,"[VIDEO] Sloan Churman: Deaf Woman, 29, Hears Herself for First Time - Medical Daily",https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3Lm1lZGljYWxkYWlseS5jb20vdmlkZW8tc2xvYW4tY2h1cm1hbi1kZWFmLXdvbWFuLTI5LWhlYXJzLWhlcnNlbGYtZmlyc3QtdGltZS0yMzgxMjfSAQA?oc=5,2011-09-30 07:00:00,Medical Daily
1335,A timeline of HIV/AIDS activism - The New Humanitarian,https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LnRoZW5ld2h1bWFuaXRhcmlhbi5vcmcvcmVwb3J0LzkzODc3L3NvdXRoLWFmcmljYS10aW1lbGluZS1oaXZhaWRzLWFjdGl2aXNt0gEA?oc=5,2011-10-04 07:00:00,The New Humanitarian
1346,Unravelling the epigenome - BBC.com,https://news.google.com/rss/articles/CBMiNWh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9zY2llbmNlLWVudmlyb25tZW50LTE1Mjc2MTg40gE5aHR0cHM6Ly93d3cuYmJjLmNvbS9uZXdzL3NjaWVuY2UtZW52aXJvbm1lbnQtMTUyNzYxODguYW1w?oc=5,2011-10-12 07:00:00,BBC.com
1347,Becoming Dr. Q - Latino USA,https://news.google.com/rss/articles/CBMiM2h0dHBzOi8vd3d3LmxhdGlub3VzYS5vcmcvMjAxMS8xMC8xNC9iZWNvbWluZy1kci1xL9IBAA?oc=5,2011-10-14 07:00:00,Latino USA
1349,Big pharma push on with externalisation strategies - Evaluate Pharma,https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LmV2YWx1YXRlLmNvbS92YW50YWdlL2FydGljbGVzL2FuYWx5c2lzL2JpZy1waGFybWEtcHVzaC1leHRlcm5hbGlzYXRpb24tc3RyYXRlZ2llc9IBJmh0dHBzOi8vd3d3LmV2YWx1YXRlLmNvbS9ub2RlLzM3ODEvYW1w?oc=5,2011-10-18 07:00:00,Evaluate Pharma
1355,Heir to Saudi Throne Dies - Medical Daily,https://news.google.com/rss/articles/CBMiOmh0dHBzOi8vd3d3Lm1lZGljYWxkYWlseS5jb20vaGVpci1zYXVkaS10aHJvbmUtZGllcy0yMzgzNTnSAQA?oc=5,2011-10-22 07:00:00,Medical Daily
1357,Strawberries May Protect Stomach From Alcohol Damage - Medical Daily,https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd3d3Lm1lZGljYWxkYWlseS5jb20vc3RyYXdiZXJyaWVzLW1heS1wcm90ZWN0LXN0b21hY2gtYWxjb2hvbC1kYW1hZ2UtMjM4NDE40gEA?oc=5,2011-10-26 07:00:00,Medical Daily
1359,A Brand's Second Mistake: Where Does Lost Chapstick Go From Here? - Forbes,https://news.google.com/rss/articles/CBMiQGh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvc2FtYW50aGFldHR1cy8yMDExLzEwLzI3L2NoYXBzdGljay_SAQA?oc=5,2011-10-27 07:00:00,Forbes
1366,How to Know if Your Prescription Drugs are Counterfeit - Fox Business,https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LmZveGJ1c2luZXNzLmNvbS9mZWF0dXJlcy9ob3ctdG8ta25vdy1pZi15b3VyLXByZXNjcmlwdGlvbi1kcnVncy1hcmUtY291bnRlcmZlaXTSAQA?oc=5,2011-10-28 07:00:00,Fox Business
1367,Would-be fat-fighter Hoodia nothing but side effects - Reuters.com,https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2FydGljbGUvaWRVU1RSRTc5UjZBSC_SAQA?oc=5,2011-10-28 07:00:00,Reuters.com
1377,"FDA Should Warn Smokers of Increased Danger of Chantix, Study Says - ABC News",https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vYWJjbmV3cy5nby5jb20vSGVhbHRoL2NoYW50aXgtZGFuZ2Vycy1nb3Zlcm5tZW50LWF0dGVudGlvbi1zdHVkeS9zdG9yeT9pZD0xNDg2ODgzNdIBXmh0dHBzOi8vYWJjbmV3cy5nby5jb20vYW1wL0hlYWx0aC9jaGFudGl4LWRhbmdlcnMtZ292ZXJubWVudC1hdHRlbnRpb24tc3R1ZHkvc3Rvcnk_aWQ9MTQ4Njg4MzU?oc=5,2011-11-02 07:00:00,ABC News
1383,Exclusive: Apple Vice President of Global Security John Theriault departs company following lost iPhone 4S investigation - 9to5Mac,https://news.google.com/rss/articles/CBMilwFodHRwczovLzl0bzVtYWMuY29tLzIwMTEvMTEvMDMvZXhjbHVzaXZlLWFwcGxlLXZpY2UtcHJlc2lkZW50LW9mLWdsb2JhbC1zZWN1cml0eS1qb2huLXRoZXJpYXVsdC1kZXBhcnRzLWNvbXBhbnktZm9sbG93aW5nLWxvc3QtaXBob25lLTRzLWludmVzdGlnYXRpb24v0gEA?oc=5,2011-11-03 07:00:00,9to5Mac
1386,Source: Apple pushed security executive out - CNET,https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3LmNuZXQuY29tL3RlY2gvc291cmNlLWFwcGxlLXB1c2hlZC1zZWN1cml0eS1leGVjdXRpdmUtb3V0L9IBAA?oc=5,2011-11-04 07:00:00,CNET
1388,Meet The Heirs And Heiresses To The World's Oldest Billionaires - Business Insider,https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vaGVpcnMtYW5kLWhlaXJlc3Nlcy1pbmhlcml0aW5nLW1vbmV5LTIwMTEtMTHSAVBodHRwczovL3d3dy5idXNpbmVzc2luc2lkZXIuY29tL2hlaXJzLWFuZC1oZWlyZXNzZXMtaW5oZXJpdGluZy1tb25leS0yMDExLTExP2FtcA?oc=5,2011-11-07 08:00:00,Business Insider
1389,Flim Flam Family Restaurant closes after 30 years in Ann Arbor - annarbor.com,https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LmFubmFyYm9yLmNvbS9idXNpbmVzcy1yZXZpZXcvZmxpbS1mbGFtLWZhbWlseS1yZXN0YXVyYW50LWNsb3Nlcy1hZnRlci0zMC15ZWFycy1pbi1hbm4tYXJib3Iv0gEA?oc=5,2011-11-07 08:00:00,annarbor.com
1392,Partnership is the new norm in pharma sector - Business Standard,https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3LmJ1c2luZXNzLXN0YW5kYXJkLmNvbS9hcnRpY2xlL2NvbXBhbmllcy9wYXJ0bmVyc2hpcC1pcy10aGUtbmV3LW5vcm0taW4tcGhhcm1hLXNlY3Rvci0xMTExMTA3MDAwNDNfMS5odG1s0gF4aHR0cHM6Ly93d3cuYnVzaW5lc3Mtc3RhbmRhcmQuY29tL2FtcC9hcnRpY2xlL2NvbXBhbmllcy9wYXJ0bmVyc2hpcC1pcy10aGUtbmV3LW5vcm0taW4tcGhhcm1hLXNlY3Rvci0xMTExMTA3MDAwNDNfMS5odG1s?oc=5,2011-11-07 08:00:00,Business Standard
1399,Plan Would Delay Sales of Generic for Lipitor (Published 2011) - The New York Times,https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMTEvMTEvMTIvaGVhbHRoL3BsYW4td291bGQtZGVsYXktc2FsZXMtb2YtZ2VuZXJpYy1mb3ItbGlwaXRvci5odG1s0gEA?oc=5,2011-11-11 08:00:00,The New York Times
1401,Fake Viagra peddler gets 6-mo. sentence | Local News | saipantribune.com - Saipan Tribune,https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3LnNhaXBhbnRyaWJ1bmUuY29tL2luZGV4LnBocC9mYWtlLXZpYWdyYS1wZWRkbGVyLWdldHMtNi1tby1zZW50ZW5jZS_SAQA?oc=5,2011-11-11 08:00:00,Saipan Tribune
1404,Without consent: how drugs companies exploit Indian 'guinea pigs' - The Independent,https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LmluZGVwZW5kZW50LmNvLnVrL25ld3Mvd29ybGQvYXNpYS93aXRob3V0LWNvbnNlbnQtaG93LWRydWdzLWNvbXBhbmllcy1leHBsb2l0LWluZGlhbi1ndWluZWEtcGlncy02MjYxOTE5Lmh0bWzSAQA?oc=5,2011-11-14 08:00:00,The Independent
1410,Lakeside acquires Sergeants of Hodnet - CBW Magazine,https://news.google.com/rss/articles/CBMiPmh0dHBzOi8vY2J3bWFnYXppbmUuY29tL2xha2VzaWRlLWFjcXVpcmVzLXNlcmdlYW50cy1vZi1ob2RuZXQv0gFTaHR0cHM6Ly9jYndtYWdhemluZS5jb20vbGFrZXNpZGUtYWNxdWlyZXMtc2VyZ2VhbnRzLW9mLWhvZG5ldC9hbXAvP2VydHRobmR4YmN2cz15ZXM?oc=5,2011-11-15 08:00:00,CBW Magazine
