id,title,link,published,source,is_related
193,Hubble Finds Evidence of Dark Matter Around Small Galaxies - Universe Today,https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3LnVuaXZlcnNldG9kYXkuY29tLzI2OTg0L2h1YmJsZS1maW5kcy1ldmlkZW5jZS1vZi1kYXJrLW1hdHRlci1hcm91bmQtc21hbGwtZ2FsYXhpZXMv0gEA?oc=5,2009-03-12 07:00:00,Universe Today,False
195,Langdon body identified | CTV News - CTV News Calgary,https://news.google.com/rss/articles/CBMigQFodHRwczovL2NhbGdhcnkuY3R2bmV3cy5jYS9sYW5nZG9uLWJvZHktaWRlbnRpZmllZC0xLjM3ODcxMD9jYWNoZT0lMkY1LXRoaW5ncy10by1rbm93LWFib3V0LXRlc2xhLXMtbmV3LWNoZWFwZXItbW9kZWwtMy0xLjI4OTQ4MTnSAQA?oc=5,2009-03-12 07:00:00,CTV News Calgary,False
205,Ruf set to take Porsche into new green territory - carsales.com.au - carsales.com.au,https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LmNhcnNhbGVzLmNvbS5hdS9lZGl0b3JpYWwvZGV0YWlscy9ydWYtc2V0LXRvLXRha2UtcG9yc2NoZS1pbnRvLW5ldy1ncmVlbi10ZXJyaXRvcnktMTQ0Njkv0gEA?oc=5,2009-03-15 07:00:00,carsales.com.au,False
213,Richard Stallman: Free software costs the environment less - Silicon UK,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3LnNpbGljb24uY28udWsvZS1pbm5vdmF0aW9uL3JpY2hhcmQtc3RhbGxtYW4tZnJlZS1zb2Z0d2FyZS1jb3N0cy10aGUtZW52aXJvbm1lbnQtbGVzcy00MDPSAWhodHRwczovL3d3dy5zaWxpY29uLmNvLnVrL2UtaW5ub3ZhdGlvbi9yaWNoYXJkLXN0YWxsbWFuLWZyZWUtc29mdHdhcmUtY29zdHMtdGhlLWVudmlyb25tZW50LWxlc3MtNDAzL2FtcA?oc=5,2009-03-18 07:00:00,Silicon UK,False
220,Allergy sufferers cautious about peanut research - Beaumont Enterprise,https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LmJlYXVtb250ZW50ZXJwcmlzZS5jb20vbmV3cy9hcnRpY2xlL0FsbGVyZ3ktc3VmZmVyZXJzLWNhdXRpb3VzLWFib3V0LXBlYW51dC1yZXNlYXJjaC03NDQzNjUucGhw0gEA?oc=5,2009-03-20 07:00:00,Beaumont Enterprise,False
223,Plan to Turn Africa into the Saudi Arabia of Solar Gains Traction - InsideClimate News,https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vaW5zaWRlY2xpbWF0ZW5ld3Mub3JnL25ld3MvMjMwMzIwMDkvcGxhbi10dXJuLWFmcmljYS1zYXVkaS1hcmFiaWEtc29sYXItZ2FpbnMtdHJhY3Rpb24v0gEA?oc=5,2009-03-23 07:00:00,InsideClimate News,False
249,Just How Expensive Is Tesla's Electric Sedan? - The New York Times - The New York Times,https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vYml0cy5ibG9ncy5ueXRpbWVzLmNvbS8yMDA5LzAzLzI2L3Rlc2xhLXVudmVpbHMtaXRzLW1vZGVsLXMtZWxlY3RyaWMtc2VkYW4v0gEA?oc=5,2009-03-26 07:00:00,The New York Times,False
275,CCTV International - cctv.com,https://news.google.com/rss/articles/CBMiQWh0dHA6Ly93d3cuY2N0di5jb20vZW5nbGlzaC9zcGVjaWFsL3RlY2htYXgvMjAwOTAzMjcvMTA0NDYxLnNodG1s0gEA?oc=5,2009-03-27 07:00:00,cctv.com,False
314,Upheaval Among Designers - The New York Times,https://news.google.com/rss/articles/CBMiPGh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMDkvMDQvMDUvYXV0b21vYmlsZXMvMDVERVNJR04uaHRtbNIBAA?oc=5,2009-04-05 07:00:00,The New York Times,False
316,Small and green - the shape of future car makers? | ETA - Environmental Transport Association,https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vd3d3LmV0YS5jby51ay8yMDA5LzA0LzA3L3NtYWxsLWFuZC1ncmVlbi10aGUtc2hhcGUtb2YtZnV0dXJlLWNhci1tYWtlcnMv0gEA?oc=5,2009-04-07 07:00:00,Environmental Transport Association,False
341,New Details on 3rd DLC for Fallout 3 - The Escapist,https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vd3d3LmVzY2FwaXN0bWFnYXppbmUuY29tL25ldy1kZXRhaWxzLW9uLTNyZC1kbGMtZm9yLWZhbGxvdXQtMy_SAQA?oc=5,2009-04-21 07:00:00,The Escapist,False
349,Dell Inspiron Mini 10 notebook - Pocket-lint,https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LnBvY2tldC1saW50LmNvbS9sYXB0b3BzL3Jldmlld3MvZGVsbC83MTA4MS1kZWxsLWluc3Bpcm9uLW1pbmktMTAtcmV2aWV3L9IBAA?oc=5,2009-04-27 07:00:00,Pocket-lint,False
347,Katrina Sparks a Revolution in Green Modular Housing - InsideClimate News,https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vaW5zaWRlY2xpbWF0ZW5ld3Mub3JnL25ld3MvMjcwNDIwMDkva2F0cmluYS1zcGFya3MtcmV2b2x1dGlvbi1ncmVlbi1tb2R1bGFyLWhvdXNpbmcv0gEA?oc=5,2009-04-27 07:00:00,InsideClimate News,False
365,Riding the EV Wave - WIRED,https://news.google.com/rss/articles/CBMiMWh0dHBzOi8vd3d3LndpcmVkLmNvbS8yMDA5LzA1L3JpZGluZy10aGUtZXYtd2F2ZS_SAQA?oc=5,2009-05-01 07:00:00,WIRED,False
382,Recycled Racer Runs on Veggie Oil and Chocolate - WIRED,https://news.google.com/rss/articles/CBMiLWh0dHBzOi8vd3d3LndpcmVkLmNvbS8yMDA5LzA1L3JlY3ljbGVkLXJhY2VyL9IBAA?oc=5,2009-05-11 07:00:00,WIRED,False
385,Harnessing the Sun and Outer Space: Elon Musk's Sky-high Vision - Knowledge@Wharton,https://news.google.com/rss/articles/CBMiamh0dHBzOi8va25vd2xlZGdlLndoYXJ0b24udXBlbm4uZWR1L2FydGljbGUvaGFybmVzc2luZy10aGUtc3VuLWFuZC1vdXRlci1zcGFjZS1lbG9uLW11c2tzLXNreS1oaWdoLXZpc2lvbi_SAQA?oc=5,2009-05-13 07:00:00,Knowledge@Wharton,False
401,Pakistani army commander briefs NATO commanders - CTV News,https://news.google.com/rss/articles/CBMilQFodHRwczovL3d3dy5jdHZuZXdzLmNhL3Bha2lzdGFuaS1hcm15LWNvbW1hbmRlci1icmllZnMtbmF0by1jb21tYW5kZXJzLTEuMzk5NzM1P2NhY2hlPSUyRjUtdGhpbmdzLXRvLWtub3ctYWJvdXQtdGVzbGEtcy1uZXctY2hlYXBlci1tb2RlbC0zLTEuMjg5NDgxOdIBAA?oc=5,2009-05-19 07:00:00,CTV News,False
400,Infiniti Essence (2009) concept car first ride and video - CAR Magazine,https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LmNhcm1hZ2F6aW5lLmNvLnVrL2Nhci1yZXZpZXdzL2luZmluaXRpL2luZmluaXRpLWVzc2VuY2UtMjAwOS1jb25jZXB0LWNhci1maXJzdC1yaWRlLWFuZC12aWRlby_SAQA?oc=5,2009-05-19 07:00:00,CAR Magazine,False
399,"A123Systems' Prismatic Cell Lineup: Up to 5300 W/kg in High Power Cell, 20 Ah Cell for PHEVs - Green Car Congress",https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3LmdyZWVuY2FyY29uZ3Jlc3MuY29tLzIwMDkvMDUvYTEyMy1wcmlzbWF0aWMtMjAwOTA1MTkuaHRtbNIBAA?oc=5,2009-05-19 07:00:00,Green Car Congress,False
398,Lutz To Appear On The Late Show This Wednesday - Green Car Reports,https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LmdyZWVuY2FycmVwb3J0cy5jb20vbmV3cy8xMDIwNzk5X2x1dHotdG8tYXBwZWFyLW9uLXRoZS1sYXRlLXNob3ctdGhpcy13ZWRuZXNkYXnSAQA?oc=5,2009-05-19 07:00:00,Green Car Reports,False
409,"Watch Out, Tesla. That's a Brusa In Your Mirror. - WIRED",https://news.google.com/rss/articles/CBMiK2h0dHBzOi8vd3d3LndpcmVkLmNvbS8yMDA5LzA1L2JydXNhLXNweWRlci_SAQA?oc=5,2009-05-21 07:00:00,WIRED,False
415,Entrepreneur Elon Musk: Why It's Important to Pinch Pennies on the Road to Riches - Knowledge@Wharton,https://news.google.com/rss/articles/CBMimQFodHRwczovL2tub3dsZWRnZS53aGFydG9uLnVwZW5uLmVkdS9wb2RjYXN0L2tub3dsZWRnZS1hdC13aGFydG9uLXBvZGNhc3QvZW50cmVwcmVuZXVyLWVsb24tbXVzay13aHktaXRzLWltcG9ydGFudC10by1waW5jaC1wZW5uaWVzLW9uLXRoZS1yb2FkLXRvLXJpY2hlcy_SAQA?oc=5,2009-05-27 07:00:00,Knowledge@Wharton,False
